seed,n,k,negative_fraction,repeat,method,ns_per_query,returned_positive,expected_positive,backend_calls
2,20000,7,0.5,5,full_scan,50.87875,100000,100000,100806
2,20000,7,0.5,6,early_exit,44.06542,100000,100000,100806
2,20000,7,0.5,6,set,33.301875,100000,100000,200000
2,20000,7,0.5,6,full_scan,50.959375,100000,100000,100806
2,20000,7,0.9,0,full_scan,29.132915,20000,20000,21508
2,20000,7,0.9,0,early_exit,42.76896,20000,20000,21508
2,20000,7,0.9,0,set,29.591875,20000,20000,200000
2,20000,7,0.9,1,set,28.93625,20000,20000,200000
2,20000,7,0.9,1,full_scan,29.456665,20000,20000,21508
2,20000,7,0.9,1,early_exit,43.13354,20000,20000,21508
2,20000,7,0.9,2,full_scan,29.94146,20000,20000,21508
2,20000,7,0.9,2,set,29.93479,20000,20000,200000
2,20000,7,0.9,2,early_exit,42.72354,20000,20000,21508
2,20000,7,0.9,3,set,28.98292,20000,20000,200000
2,20000,7,0.9,3,early_exit,42.051875,20000,20000,21508
2,20000,7,0.9,3,full_scan,29.313335,20000,20000,21508
2,20000,7,0.9,4,full_scan,29.08646,20000,20000,21508
2,20000,7,0.9,4,set,29.110625,20000,20000,200000
2,20000,7,0.9,4,early_exit,42.42125,20000,20000,21508
2,20000,7,0.9,5,full_scan,29.374585,20000,20000,21508
2,20000,7,0.9,5,set,29.16271,20000,20000,200000
2,20000,7,0.9,5,early_exit,42.242915,20000,20000,21508
2,20000,7,0.9,6,early_exit,42.72667,20000,20000,21508
2,20000,7,0.9,6,set,29.63354,20000,20000,200000
2,20000,7,0.9,6,full_scan,29.299375,20000,20000,21508
2,20000,7,1,0,set,28.067915,0,0,200000
2,20000,7,1,0,full_scan,22.834585,0,0,1682
2,20000,7,1,0,early_exit,39.914585,0,0,1682
2,20000,7,1,1,full_scan,22.897085,0,0,1682
2,20000,7,1,1,early_exit,39.86,0,0,1682
2,20000,7,1,1,set,27.85146,0,0,200000
2,20000,7,1,2,set,27.74833,0,0,200000
2,20000,7,1,2,full_scan,22.915415,0,0,1682
2,20000,7,1,2,early_exit,40.204375,0,0,1682
2,20000,7,1,3,full_scan,22.935205,0,0,1682
2,20000,7,1,3,set,28.18375,0,0,200000
2,20000,7,1,3,early_exit,40.039375,0,0,1682
2,20000,7,1,4,full_scan,23.52625,0,0,1682
2,20000,7,1,4,set,28.100835,0,0,200000
2,20000,7,1,4,early_exit,40.385625,0,0,1682
2,20000,7,1,5,early_exit,39.68521,0,0,1682
2,20000,7,1,5,set,28.1325,0,0,200000
2,20000,7,1,5,full_scan,23.00333,0,0,1682
2,20000,7,1,6,full_scan,23.028125,0,0,1682
2,20000,7,1,6,set,28.308545,0,0,200000
2,20000,7,1,6,early_exit,40.12021,0,0,1682
2,200000,1,0,0,set,20.37,200000,200000,200000
2,200000,1,0,0,full_scan,26.805,200000,200000,200000
2,200000,1,0,0,early_exit,27.20333,200000,200000,200000
2,200000,1,0,1,early_exit,27.345835,200000,200000,200000
2,200000,1,0,1,set,20.414585,200000,200000,200000
2,200000,1,0,1,full_scan,26.913125,200000,200000,200000
2,200000,1,0,2,early_exit,27.67854,200000,200000,200000
2,200000,1,0,2,set,20.575415,200000,200000,200000
2,200000,1,0,2,full_scan,26.96375,200000,200000,200000
2,200000,1,0,3,full_scan,26.714165,200000,200000,200000
2,200000,1,0,3,early_exit,27.265,200000,200000,200000
2,200000,1,0,3,set,20.335835,200000,200000,200000
2,200000,1,0,4,full_scan,26.88125,200000,200000,200000
2,200000,1,0,4,early_exit,27.210625,200000,200000,200000
2,200000,1,0,4,set,20.28104,200000,200000,200000
2,200000,1,0,5,early_exit,27.12125,200000,200000,200000
2,200000,1,0,5,full_scan,26.7975,200000,200000,200000
2,200000,1,0,5,set,22.33375,200000,200000,200000
2,200000,1,0,6,early_exit,27.61771,200000,200000,200000
2,200000,1,0,6,set,20.19729,200000,200000,200000
2,200000,1,0,6,full_scan,26.98229,200000,200000,200000
2,200000,1,0.5,0,full_scan,36.75458,100000,100000,109501
2,200000,1,0.5,0,set,35.333335,100000,100000,200000
2,200000,1,0.5,0,early_exit,37.39833,100000,100000,109501
2,200000,1,0.5,1,full_scan,36.77479,100000,100000,109501
2,200000,1,0.5,1,early_exit,37.220625,100000,100000,109501
2,200000,1,0.5,1,set,34.85417,100000,100000,200000
2,200000,1,0.5,2,early_exit,36.83625,100000,100000,109501
2,200000,1,0.5,2,full_scan,36.83625,100000,100000,109501
2,200000,1,0.5,2,set,35.19875,100000,100000,200000
2,200000,1,0.5,3,set,35.265,100000,100000,200000
2,200000,1,0.5,3,early_exit,37.39875,100000,100000,109501
2,200000,1,0.5,3,full_scan,36.85646,100000,100000,109501
2,200000,1,0.5,4,set,35.193125,100000,100000,200000
2,200000,1,0.5,4,early_exit,37.614585,100000,100000,109501
2,200000,1,0.5,4,full_scan,36.960205,100000,100000,109501
2,200000,1,0.5,5,early_exit,37.651665,100000,100000,109501
2,200000,1,0.5,5,set,34.89667,100000,100000,200000
2,200000,1,0.5,5,full_scan,36.49146,100000,100000,109501
2,200000,1,0.5,6,full_scan,36.53833,100000,100000,109501
2,200000,1,0.5,6,set,35.038955,100000,100000,200000
2,200000,1,0.5,6,early_exit,37.30854,100000,100000,109501
2,200000,1,0.9,0,early_exit,19.91021,20000,20000,37079
2,200000,1,0.9,0,set,30.82,20000,20000,200000
2,200000,1,0.9,0,full_scan,20.41625,20000,20000,37079
2,200000,1,0.9,1,set,30.41875,20000,20000,200000
2,200000,1,0.9,1,early_exit,20.290835,20000,20000,37079
2,200000,1,0.9,1,full_scan,20.463955,20000,20000,37079
2,200000,1,0.9,2,set,31.00521,20000,20000,200000
2,200000,1,0.9,2,full_scan,20.11896,20000,20000,37079
2,200000,1,0.9,2,early_exit,20.078125,20000,20000,37079
2,200000,1,0.9,3,set,30.50521,20000,20000,200000
2,200000,1,0.9,3,early_exit,20.127915,20000,20000,37079
2,200000,1,0.9,3,full_scan,20.528125,20000,20000,37079
2,200000,1,0.9,4,full_scan,20.175415,20000,20000,37079
2,200000,1,0.9,4,early_exit,20.31771,20000,20000,37079
2,200000,1,0.9,4,set,30.784585,20000,20000,200000
2,200000,1,0.9,5,full_scan,20.24104,20000,20000,37079
2,200000,1,0.9,5,early_exit,20.118545,20000,20000,37079
2,200000,1,0.9,5,set,30.62083,20000,20000,200000
2,200000,1,0.9,6,set,30.249165,20000,20000,200000
2,200000,1,0.9,6,full_scan,20.22875,20000,20000,37079
2,200000,1,0.9,6,early_exit,20.2725,20000,20000,37079
2,200000,1,1,0,set,29.27375,0,0,200000
2,200000,1,1,0,early_exit,10.90229,0,0,19053
2,200000,1,1,0,full_scan,11.19625,0,0,19053
2,200000,1,1,1,set,29.528335,0,0,200000
2,200000,1,1,1,early_exit,10.72292,0,0,19053
2,200000,1,1,1,full_scan,11.01,0,0,19053
2,200000,1,1,2,early_exit,10.648955,0,0,19053
2,200000,1,1,2,set,29.56042,0,0,200000
2,200000,1,1,2,full_scan,11.144165,0,0,19053
2,200000,1,1,3,set,29.0475,0,0,200000
2,200000,1,1,3,early_exit,10.97896,0,0,19053
2,200000,1,1,3,full_scan,11.100835,0,0,19053
2,200000,1,1,4,early_exit,10.86417,0,0,19053
2,200000,1,1,4,full_scan,10.975415,0,0,19053
2,200000,1,1,4,set,29.58771,0,0,200000
2,200000,1,1,5,full_scan,11.054165,0,0,19053
2,200000,1,1,5,early_exit,10.913335,0,0,19053
2,200000,1,1,5,set,29.39896,0,0,200000
2,200000,1,1,6,early_exit,10.888335,0,0,19053
2,200000,1,1,6,full_scan,11.166045,0,0,19053
2,200000,1,1,6,set,29.521455,0,0,200000
2,200000,7,0,0,set,20.1525,200000,200000,200000
2,200000,7,0,0,full_scan,50.18375,200000,200000,200000
2,200000,7,0,0,early_exit,51.43375,200000,200000,200000
2,200000,7,0,1,early_exit,55.131875,200000,200000,200000
2,200000,7,0,1,set,20.44667,200000,200000,200000
2,200000,7,0,1,full_scan,50.889375,200000,200000,200000
2,200000,7,0,2,early_exit,53.027085,200000,200000,200000
2,200000,7,0,2,set,20.176665,200000,200000,200000
2,200000,7,0,2,full_scan,50.785,200000,200000,200000
2,200000,7,0,3,full_scan,50.81646,200000,200000,200000
2,200000,7,0,3,early_exit,52.164165,200000,200000,200000
2,200000,7,0,3,set,20.14229,200000,200000,200000
2,200000,7,0,4,full_scan,52.18021,200000,200000,200000
2,200000,7,0,4,early_exit,61.823335,200000,200000,200000
2,200000,7,0,4,set,20.47417,200000,200000,200000
2,200000,7,0,5,early_exit,52.169795,200000,200000,200000
2,200000,7,0,5,full_scan,50.44208,200000,200000,200000
2,200000,7,0,5,set,20.16021,200000,200000,200000
2,200000,7,0,6,early_exit,52.75146,200000,200000,200000
2,200000,7,0,6,set,20.351875,200000,200000,200000
2,200000,7,0,6,full_scan,51.034375,200000,200000,200000
2,200000,7,0.5,0,full_scan,56.73125,100000,100000,100827
2,200000,7,0.5,0,set,35.615,100000,100000,200000
2,200000,7,0.5,0,early_exit,48.636875,100000,100000,100827
2,200000,7,0.5,1,full_scan,56.28458,100000,100000,100827
2,200000,7,0.5,1,early_exit,48.33521,100000,100000,100827
2,200000,7,0.5,1,set,35.51021,100000,100000,200000
2,200000,7,0.5,2,early_exit,48.126875,100000,100000,100827
2,200000,7,0.5,2,full_scan,56.19604,100000,100000,100827
2,200000,7,0.5,2,set,35.34375,100000,100000,200000
2,200000,7,0.5,3,set,35.096045,100000,100000,200000
2,200000,7,0.5,3,early_exit,48.054375,100000,100000,100827
2,200000,7,0.5,3,full_scan,56.189165,100000,100000,100827
2,200000,7,0.5,4,set,35.33292,100000,100000,200000
2,200000,7,0.5,4,early_exit,48.08271,100000,100000,100827
2,200000,7,0.5,4,full_scan,55.97854,100000,100000,100827
2,200000,7,0.5,5,early_exit,48.19458,100000,100000,100827
2,200000,7,0.5,5,set,35.205625,100000,100000,200000
2,200000,7,0.5,5,full_scan,56.00854,100000,100000,100827
2,200000,7,0.5,6,full_scan,56.035,100000,100000,100827
2,200000,7,0.5,6,set,35.122085,100000,100000,200000
2,200000,7,0.5,6,early_exit,48.31354,100000,100000,100827
2,200000,7,0.9,0,early_exit,46.685625,20000,20000,21490
2,200000,7,0.9,0,set,31.64625,20000,20000,200000
2,200000,7,0.9,0,full_scan,31.178335,20000,20000,21490
2,200000,7,0.9,1,set,30.824165,20000,20000,200000
2,200000,7,0.9,1,early_exit,46.800205,20000,20000,21490
2,200000,7,0.9,1,full_scan,30.8475,20000,20000,21490
2,200000,7,0.9,2,set,30.744375,20000,20000,200000
2,200000,7,0.9,2,full_scan,30.971875,20000,20000,21490
2,200000,7,0.9,2,early_exit,46.59354,20000,20000,21490
2,200000,7,0.9,3,set,31.334165,20000,20000,200000
2,200000,7,0.9,3,early_exit,46.064585,20000,20000,21490
2,200000,7,0.9,3,full_scan,31.085625,20000,20000,21490
2,200000,7,0.9,4,full_scan,31.126875,20000,20000,21490
2,200000,7,0.9,4,early_exit,46.605415,20000,20000,21490
2,200000,7,0.9,4,set,30.86833,20000,20000,200000
2,200000,7,0.9,5,full_scan,30.87146,20000,20000,21490
2,200000,7,0.9,5,early_exit,46.577085,20000,20000,21490
2,200000,7,0.9,5,set,30.365625,20000,20000,200000
2,200000,7,0.9,6,set,30.594375,20000,20000,200000
2,200000,7,0.9,6,full_scan,30.966875,20000,20000,21490
2,200000,7,0.9,6,early_exit,46.2225,20000,20000,21490
2,200000,7,1,0,set,29.542915,0,0,200000
2,200000,7,1,0,early_exit,42.78021,0,0,1648
2,200000,7,1,0,full_scan,23.74875,0,0,1648
2,200000,7,1,1,set,29.337295,0,0,200000
2,200000,7,1,1,early_exit,42.652295,0,0,1648
2,200000,7,1,1,full_scan,23.7425,0,0,1648
2,200000,7,1,2,early_exit,42.89979,0,0,1648
2,200000,7,1,2,set,29.517705,0,0,200000
2,200000,7,1,2,full_scan,23.575625,0,0,1648
2,200000,7,1,3,set,29.345835,0,0,200000
2,200000,7,1,3,early_exit,42.83125,0,0,1648
2,200000,7,1,3,full_scan,23.78521,0,0,1648
2,200000,7,1,4,early_exit,42.4125,0,0,1648
2,200000,7,1,4,full_scan,23.647295,0,0,1648
2,200000,7,1,4,set,29.79229,0,0,200000
2,200000,7,1,5,full_scan,23.795,0,0,1648
2,200000,7,1,5,early_exit,42.71021,0,0,1648
2,200000,7,1,5,set,29.53667,0,0,200000
2,200000,7,1,6,early_exit,42.7425,0,0,1648
2,200000,7,1,6,full_scan,23.59625,0,0,1648
2,200000,7,1,6,set,29.67375,0,0,200000
3,20000,1,0,0,early_exit,24.239585,200000,200000,200000
3,20000,1,0,0,full_scan,23.905415,200000,200000,200000
3,20000,1,0,0,set,18.428335,200000,200000,200000
3,20000,1,0,1,full_scan,24.13521,200000,200000,200000
3,20000,1,0,1,set,18.31875,200000,200000,200000
3,20000,1,0,1,early_exit,24.277085,200000,200000,200000
3,20000,1,0,2,full_scan,24.092295,200000,200000,200000
3,20000,1,0,2,early_exit,24.183125,200000,200000,200000
3,20000,1,0,2,set,18.33146,200000,200000,200000
3,20000,1,0,3,full_scan,24.008125,200000,200000,200000
3,20000,1,0,3,set,18.36625,200000,200000,200000
3,20000,1,0,3,early_exit,24.329585,200000,200000,200000
3,20000,1,0,4,early_exit,24.024585,200000,200000,200000
3,20000,1,0,4,set,18.133125,200000,200000,200000
3,20000,1,0,4,full_scan,23.982915,200000,200000,200000
3,20000,1,0,5,full_scan,23.74333,200000,200000,200000
3,20000,1,0,5,set,18.315625,200000,200000,200000
3,20000,1,0,5,early_exit,24.413955,200000,200000,200000
3,20000,1,0,6,early_exit,23.98083,200000,200000,200000
3,20000,1,0,6,set,18.10625,200000,200000,200000
3,20000,1,0,6,full_scan,24.09146,200000,200000,200000
3,20000,1,0.5,0,early_exit,34.32646,100000,100000,109648
3,20000,1,0.5,0,set,32.93083,100000,100000,200000
3,20000,1,0.5,0,full_scan,34.042085,100000,100000,109648
3,20000,1,0.5,1,full_scan,33.950835,100000,100000,109648
3,20000,1,0.5,1,early_exit,34.588955,100000,100000,109648
3,20000,1,0.5,1,set,33.042085,100000,100000,200000
3,20000,1,0.5,2,early_exit,34.016875,100000,100000,109648
3,20000,1,0.5,2,full_scan,34.218125,100000,100000,109648
3,20000,1,0.5,2,set,32.73375,100000,100000,200000
3,20000,1,0.5,3,full_scan,33.6775,100000,100000,109648
3,20000,1,0.5,3,set,32.818125,100000,100000,200000
3,20000,1,0.5,3,early_exit,34.169165,100000,100000,109648
3,20000,1,0.5,4,set,32.85625,100000,100000,200000
3,20000,1,0.5,4,full_scan,34.202915,100000,100000,109648
3,20000,1,0.5,4,early_exit,34.056875,100000,100000,109648
3,20000,1,0.5,5,full_scan,33.89604,100000,100000,109648
3,20000,1,0.5,5,early_exit,34.21333,100000,100000,109648
3,20000,1,0.5,5,set,32.923545,100000,100000,200000
3,20000,1,0.5,6,full_scan,33.750835,100000,100000,109648
3,20000,1,0.5,6,set,32.829795,100000,100000,200000
3,20000,1,0.5,6,early_exit,34.855625,100000,100000,109648
3,20000,1,0.9,0,early_exit,18.72417,20000,20000,37383
3,20000,1,0.9,0,full_scan,19.099585,20000,20000,37383
3,20000,1,0.9,0,set,28.86604,20000,20000,200000
3,20000,1,0.9,1,early_exit,18.747085,20000,20000,37383
3,20000,1,0.9,1,set,28.37479,20000,20000,200000
3,20000,1,0.9,1,full_scan,19.094165,20000,20000,37383
3,20000,1,0.9,2,full_scan,18.92771,20000,20000,37383
3,20000,1,0.9,2,set,28.88604,20000,20000,200000
3,20000,1,0.9,2,early_exit,18.781665,20000,20000,37383
3,20000,1,0.9,3,full_scan,19.028125,20000,20000,37383
3,20000,1,0.9,3,early_exit,18.688125,20000,20000,37383
3,20000,1,0.9,3,set,29.022295,20000,20000,200000
3,20000,1,0.9,4,early_exit,18.81646,20000,20000,37383
3,20000,1,0.9,4,full_scan,19.28354,20000,20000,37383
3,20000,1,0.9,4,set,28.667915,20000,20000,200000
3,20000,1,0.9,5,full_scan,18.95396,20000,20000,37383
3,20000,1,0.9,5,set,28.719585,20000,20000,200000
3,20000,1,0.9,5,early_exit,19.000415,20000,20000,37383
3,20000,1,0.9,6,early_exit,18.725835,20000,20000,37383
3,20000,1,0.9,6,set,28.453125,20000,20000,200000
3,20000,1,0.9,6,full_scan,19.06875,20000,20000,37383
3,20000,1,1,0,early_exit,10.479795,0,0,19279
3,20000,1,1,0,full_scan,10.346875,0,0,19279
3,20000,1,1,0,set,27.89625,0,0,200000
3,20000,1,1,1,early_exit,10.13375,0,0,19279
3,20000,1,1,1,full_scan,10.585,0,0,19279
3,20000,1,1,1,set,27.88646,0,0,200000
3,20000,1,1,2,early_exit,10.096875,0,0,19279
3,20000,1,1,2,set,27.778125,0,0,200000
3,20000,1,1,2,full_scan,10.403335,0,0,19279
3,20000,1,1,3,set,27.649375,0,0,200000
3,20000,1,1,3,full_scan,10.3575,0,0,19279
3,20000,1,1,3,early_exit,10.20354,0,0,19279
3,20000,1,1,4,early_exit,10.15396,0,0,19279
3,20000,1,1,4,set,27.630625,0,0,200000
3,20000,1,1,4,full_scan,10.34958,0,0,19279
3,20000,1,1,5,early_exit,10.04271,0,0,19279
3,20000,1,1,5,set,27.530835,0,0,200000
3,20000,1,1,5,full_scan,10.473955,0,0,19279
3,20000,1,1,6,set,27.448545,0,0,200000
3,20000,1,1,6,early_exit,10.124795,0,0,19279
3,20000,1,1,6,full_scan,10.23,0,0,19279
3,20000,7,0,0,early_exit,47.383125,200000,200000,200000
3,20000,7,0,0,full_scan,46.033955,200000,200000,200000
3,20000,7,0,0,set,18.92521,200000,200000,200000
3,20000,7,0,1,full_scan,46.057085,200000,200000,200000
3,20000,7,0,1,set,18.609585,200000,200000,200000
3,20000,7,0,1,early_exit,47.101455,200000,200000,200000
3,20000,7,0,2,full_scan,46.279165,200000,200000,200000
3,20000,7,0,2,early_exit,47.28479,200000,200000,200000
3,20000,7,0,2,set,18.58979,200000,200000,200000
3,20000,7,0,3,full_scan,46.197915,200000,200000,200000
3,20000,7,0,3,set,18.555415,200000,200000,200000
3,20000,7,0,3,early_exit,47.047915,200000,200000,200000
3,20000,7,0,4,early_exit,47.093335,200000,200000,200000
3,20000,7,0,4,set,18.541665,200000,200000,200000
3,20000,7,0,4,full_scan,46.629165,200000,200000,200000
3,20000,7,0,5,full_scan,46.500835,200000,200000,200000
3,20000,7,0,5,set,19.175415,200000,200000,200000
3,20000,7,0,5,early_exit,47.31146,200000,200000,200000
3,20000,7,0,6,early_exit,47.54854,200000,200000,200000
3,20000,7,0,6,set,18.76458,200000,200000,200000
3,20000,7,0,6,full_scan,46.268125,200000,200000,200000
3,20000,7,0.5,0,early_exit,44.185625,100000,100000,100780
3,20000,7,0.5,0,set,33.079165,100000,100000,200000
3,20000,7,0.5,0,full_scan,50.927085,100000,100000,100780
3,20000,7,0.5,1,full_scan,50.92979,100000,100000,100780
3,20000,7,0.5,1,early_exit,44.280205,100000,100000,100780
3,20000,7,0.5,1,set,33.159795,100000,100000,200000
3,20000,7,0.5,2,early_exit,43.72729,100000,100000,100780
3,20000,7,0.5,2,full_scan,50.723955,100000,100000,100780
3,20000,7,0.5,2,set,33.05354,100000,100000,200000
3,20000,7,0.5,3,full_scan,50.543545,100000,100000,100780
3,20000,7,0.5,3,set,32.975835,100000,100000,200000
3,20000,7,0.5,3,early_exit,44.665,100000,100000,100780
3,20000,7,0.5,4,set,60.335625,100000,100000,200000
3,20000,7,0.5,4,full_scan,50.79604,100000,100000,100780
3,20000,7,0.5,4,early_exit,44.455415,100000,100000,100780
3,20000,7,0.5,5,full_scan,51.275625,100000,100000,100780
3,20000,7,0.5,5,early_exit,43.694375,100000,100000,100780
3,20000,7,0.5,5,set,33.152085,100000,100000,200000
3,20000,7,0.5,6,full_scan,50.83604,100000,100000,100780
3,20000,7,0.5,6,set,33.199795,100000,100000,200000
3,20000,7,0.5,6,early_exit,44.29896,100000,100000,100780
3,20000,7,0.9,0,early_exit,42.328545,20000,20000,21472
3,20000,7,0.9,0,full_scan,29.128125,20000,20000,21472
3,20000,7,0.9,0,set,29.356045,20000,20000,200000
3,20000,7,0.9,1,early_exit,42.68125,20000,20000,21472
3,20000,7,0.9,1,set,28.71125,20000,20000,200000
3,20000,7,0.9,1,full_scan,29.13521,20000,20000,21472
3,20000,7,0.9,2,full_scan,29.124795,20000,20000,21472
3,20000,7,0.9,2,set,28.8025,20000,20000,200000
3,20000,7,0.9,2,early_exit,42.62625,20000,20000,21472
3,20000,7,0.9,3,full_scan,29.1925,20000,20000,21472
3,20000,7,0.9,3,early_exit,42.5825,20000,20000,21472
3,20000,7,0.9,3,set,28.80271,20000,20000,200000
3,20000,7,0.9,4,early_exit,42.419375,20000,20000,21472
3,20000,7,0.9,4,full_scan,29.48896,20000,20000,21472
3,20000,7,0.9,4,set,28.969165,20000,20000,200000
3,20000,7,0.9,5,full_scan,29.01521,20000,20000,21472
3,20000,7,0.9,5,set,28.900625,20000,20000,200000
3,20000,7,0.9,5,early_exit,42.928545,20000,20000,21472
3,20000,7,0.9,6,early_exit,42.401045,20000,20000,21472
3,20000,7,0.9,6,set,28.75354,20000,20000,200000
3,20000,7,0.9,6,full_scan,29.21875,20000,20000,21472
3,20000,7,1,0,early_exit,40.03167,0,0,1640
3,20000,7,1,0,full_scan,23.001665,0,0,1640
3,20000,7,1,0,set,28.01396,0,0,200000
3,20000,7,1,1,early_exit,39.771045,0,0,1640
3,20000,7,1,1,full_scan,23.116665,0,0,1640
3,20000,7,1,1,set,27.80896,0,0,200000
3,20000,7,1,2,early_exit,40.282915,0,0,1640
3,20000,7,1,2,set,27.961875,0,0,200000
3,20000,7,1,2,full_scan,22.840415,0,0,1640
3,20000,7,1,3,set,27.65417,0,0,200000
3,20000,7,1,3,full_scan,22.846875,0,0,1640
3,20000,7,1,3,early_exit,39.81375,0,0,1640
3,20000,7,1,4,early_exit,39.71979,0,0,1640
3,20000,7,1,4,set,27.87979,0,0,200000
3,20000,7,1,4,full_scan,22.81958,0,0,1640
3,20000,7,1,5,early_exit,40.67125,0,0,1640
3,20000,7,1,5,set,28.03958,0,0,200000
3,20000,7,1,5,full_scan,23.175,0,0,1640
3,20000,7,1,6,set,27.773545,0,0,200000
3,20000,7,1,6,early_exit,40.26,0,0,1640
3,20000,7,1,6,full_scan,23.00625,0,0,1640
3,200000,1,0,0,set,27.14979,200000,200000,200000
3,200000,1,0,0,early_exit,53.268125,200000,200000,200000
3,200000,1,0,0,full_scan,27.519585,200000,200000,200000
3,200000,1,0,1,early_exit,27.644165,200000,200000,200000
3,200000,1,0,1,set,20.658125,200000,200000,200000
3,200000,1,0,1,full_scan,27.0525,200000,200000,200000
3,200000,1,0,2,full_scan,27.303955,200000,200000,200000
3,200000,1,0,2,set,20.92708,200000,200000,200000
3,200000,1,0,2,early_exit,27.5725,200000,200000,200000
3,200000,1,0,3,full_scan,27.04604,200000,200000,200000
3,200000,1,0,3,set,20.4675,200000,200000,200000
3,200000,1,0,3,early_exit,30.40125,200000,200000,200000
3,200000,1,0,4,set,21.074375,200000,200000,200000
3,200000,1,0,4,full_scan,27.1625,200000,200000,200000
3,200000,1,0,4,early_exit,27.531665,200000,200000,200000
3,200000,1,0,5,full_scan,26.90354,200000,200000,200000
3,200000,1,0,5,set,20.695,200000,200000,200000
3,200000,1,0,5,early_exit,27.3275,200000,200000,200000
3,200000,1,0,6,set,20.130835,200000,200000,200000
3,200000,1,0,6,early_exit,26.887705,200000,200000,200000
3,200000,1,0,6,full_scan,26.720415,200000,200000,200000
3,200000,1,0.5,0,full_scan,37.18729,100000,100000,109627
3,200000,1,0.5,0,set,35.48792,100000,100000,200000
3,200000,1,0.5,0,early_exit,37.35396,100000,100000,109627
3,200000,1,0.5,1,set,35.03771,100000,100000,200000
3,200000,1,0.5,1,full_scan,37.31125,100000,100000,109627
3,200000,1,0.5,1,early_exit,37.49146,100000,100000,109627
3,200000,1,0.5,2,set,35.51958,100000,100000,200000
3,200000,1,0.5,2,full_scan,36.970625,100000,100000,109627
3,200000,1,0.5,2,early_exit,37.4975,100000,100000,109627
3,200000,1,0.5,3,set,35.485415,100000,100000,200000
3,200000,1,0.5,3,full_scan,36.731455,100000,100000,109627
3,200000,1,0.5,3,early_exit,37.55521,100000,100000,109627
3,200000,1,0.5,4,early_exit,37.223335,100000,100000,109627
3,200000,1,0.5,4,set,35.79354,100000,100000,200000
3,200000,1,0.5,4,full_scan,37.021875,100000,100000,109627
3,200000,1,0.5,5,set,35.4,100000,100000,200000
3,200000,1,0.5,5,full_scan,37.020415,100000,100000,109627
3,200000,1,0.5,5,early_exit,37.625415,100000,100000,109627
3,200000,1,0.5,6,early_exit,37.492915,100000,100000,109627
3,200000,1,0.5,6,set,35.484165,100000,100000,200000
3,200000,1,0.5,6,full_scan,37.352085,100000,100000,109627
3,200000,1,0.9,0,set,31.31979,20000,20000,200000
3,200000,1,0.9,0,early_exit,20.35875,20000,20000,37311
3,200000,1,0.9,0,full_scan,21.10604,20000,20000,37311
3,200000,1,0.9,1,full_scan,20.632085,20000,20000,37311
3,200000,1,0.9,1,early_exit,20.70521,20000,20000,37311
3,200000,1,0.9,1,set,31.296875,20000,20000,200000
3,200000,1,0.9,2,full_scan,20.644165,20000,20000,37311
3,200000,1,0.9,2,set,31.122915,20000,20000,200000
3,200000,1,0.9,2,early_exit,20.382915,20000,20000,37311
3,200000,1,0.9,3,early_exit,20.3875,20000,20000,37311
3,200000,1,0.9,3,set,31.216045,20000,20000,200000
3,200000,1,0.9,3,full_scan,20.720205,20000,20000,37311
3,200000,1,0.9,4,set,31.06,20000,20000,200000
3,200000,1,0.9,4,early_exit,20.355625,20000,20000,37311
3,200000,1,0.9,4,full_scan,20.45479,20000,20000,37311
3,200000,1,0.9,5,early_exit,20.55771,20000,20000,37311
3,200000,1,0.9,5,full_scan,22.71896,20000,20000,37311
3,200000,1,0.9,5,set,77.304795,20000,20000,200000
3,200000,1,0.9,6,set,34.77146,20000,20000,200000
3,200000,1,0.9,6,early_exit,21.30583,20000,20000,37311
3,200000,1,0.9,6,full_scan,21.25854,20000,20000,37311
3,200000,1,1,0,early_exit,10.86604,0,0,19166
3,200000,1,1,0,set,29.93,0,0,200000
3,200000,1,1,0,full_scan,11.285625,0,0,19166
3,200000,1,1,1,full_scan,11.065415,0,0,19166
3,200000,1,1,1,early_exit,10.971665,0,0,19166
3,200000,1,1,1,set,33.91292,0,0,200000
3,200000,1,1,2,full_scan,13.528335,0,0,19166
3,200000,1,1,2,set,32.57521,0,0,200000
3,200000,1,1,2,early_exit,11.31208,0,0,19166
3,200000,1,1,3,set,30.99625,0,0,200000
3,200000,1,1,3,early_exit,11.342085,0,0,19166
3,200000,1,1,3,full_scan,11.54229,0,0,19166
3,200000,1,1,4,full_scan,11.607085,0,0,19166
3,200000,1,1,4,early_exit,11.16021,0,0,19166
3,200000,1,1,4,set,32.23375,0,0,200000
3,200000,1,1,5,early_exit,11.35292,0,0,19166
3,200000,1,1,5,full_scan,11.391875,0,0,19166
3,200000,1,1,5,set,30.00583,0,0,200000
3,200000,1,1,6,full_scan,11.270835,0,0,19166
3,200000,1,1,6,early_exit,11.013335,0,0,19166
3,200000,1,1,6,set,29.7675,0,0,200000
3,200000,7,0,0,set,20.60146,200000,200000,200000
3,200000,7,0,0,early_exit,52.844375,200000,200000,200000
3,200000,7,0,0,full_scan,51.412295,200000,200000,200000
3,200000,7,0,1,early_exit,52.02854,200000,200000,200000
3,200000,7,0,1,set,20.147705,200000,200000,200000
3,200000,7,0,1,full_scan,51.22875,200000,200000,200000
3,200000,7,0,2,full_scan,51.231665,200000,200000,200000
3,200000,7,0,2,set,20.422085,200000,200000,200000
