experiment,seed,n,m,k,queries,false_positives,false_negatives,set_bits,predicted_fpr,storage_bytes
hash_sweep,8,20000,160000,10,200000,6646,0,113956,0.0341909034641,20000
hash_sweep,8,20000,160000,11,200000,8003,0,119479,0.0405090755276,20000
hash_sweep,8,20000,160000,12,200000,9526,0,124217,0.048325809295,20000
hash_sweep,8,20000,160000,13,200000,11386,0,128386,0.057799363912,20000
hash_sweep,8,20000,160000,14,200000,13806,0,132186,0.0690851046475,20000
hash_sweep,8,20000,160000,15,200000,16503,0,135469,0.0823228645488,20000
hash_sweep,8,20000,160000,16,200000,19687,0,138376,0.0976256194248,20000
hash_sweep,8,20000,200000,1,200000,18894,0,19040,0.095162581964,25000
hash_sweep,8,20000,200000,2,200000,6561,0,36229,0.0328585398797,25000
hash_sweep,8,20000,200000,3,200000,3510,0,51764,0.0174105864963,25000
hash_sweep,8,20000,200000,4,200000,2407,0,65874,0.0118132709066,25000
hash_sweep,8,20000,200000,5,200000,1896,0,78550,0.00943092922612,25000
hash_sweep,8,20000,200000,6,200000,1684,0,90098,0.00843620926844,25000
hash_sweep,8,20000,200000,7,200000,1641,0,100525,0.00819372206586,25000
hash_sweep,8,20000,200000,8,200000,1724,0,110082,0.00845547233587,25000
hash_sweep,8,20000,200000,9,200000,1760,0,118553,0.00912699305681,25000
hash_sweep,8,20000,200000,10,200000,2050,0,126352,0.010185894032,25000
hash_sweep,8,20000,200000,11,200000,2352,0,133405,0.0116495035547,25000
hash_sweep,8,20000,200000,12,200000,2680,0,139709,0.0135605692898,25000
hash_sweep,8,20000,200000,13,200000,3128,0,145415,0.0159802007758,25000
hash_sweep,8,20000,200000,14,200000,3745,0,150588,0.0189837988642,25000
hash_sweep,8,20000,200000,15,200000,4495,0,155303,0.0226581224589,25000
hash_sweep,8,20000,200000,16,200000,5409,0,159536,0.0270986271281,25000
hash_sweep,8,20000,320000,1,200000,12030,0,19392,0.0605869371865,40000
hash_sweep,8,20000,320000,2,200000,2764,0,37610,0.0138069779022,40000
hash_sweep,8,20000,320000,3,200000,992,0,54672,0.00499765710079,40000
hash_sweep,8,20000,320000,4,200000,458,0,70798,0.00239405619756,40000
hash_sweep,8,20000,320000,5,200000,294,0,85949,0.00139247083856,40000
hash_sweep,8,20000,320000,6,200000,190,0,99976,0.000935096921134,40000
hash_sweep,8,20000,320000,7,200000,150,0,113325,0.000701519426159,40000
hash_sweep,8,20000,320000,8,200000,114,0,125868,0.00057449622218,40000
hash_sweep,8,20000,320000,9,200000,99,0,137632,0.000504881781943,40000
hash_sweep,8,20000,320000,10,200000,84,0,148651,0.000469988452064,40000
hash_sweep,8,20000,320000,11,200000,90,0,159134,0.000458710730815,40000
hash_sweep,8,20000,320000,12,200000,94,0,168956,0.000465573033724,40000
hash_sweep,8,20000,320000,13,200000,95,0,178122,0.000488132376219,40000
hash_sweep,8,20000,320000,14,200000,116,0,186779,0.000525773383567,40000
hash_sweep,8,20000,320000,15,200000,122,0,194861,0.000579132360643,40000
hash_sweep,8,20000,320000,16,200000,135,0,202406,0.000649828337445,40000
capacity,8,5000,200000,7,200000,1,0,32074,2.74877521398e-06,25000
capacity,8,10000,200000,7,200000,36,0,58947,0.00019586946655,25000
capacity,8,20000,200000,7,200000,1641,0,100525,0.00819372206586,25000
capacity,8,30000,200000,7,200000,9761,0,130128,0.0490551526009,25000
capacity,8,40000,200000,7,200000,27812,0,150915,0.137781707292,25000
capacity,8,60000,200000,7,200000,80787,0,175630,0.400756730355,25000
