seed,n,m,k,negative_fraction,queries,repeat,order,method,ns_per_query,returned_positive,expected_exact_positive,backend_lookups
1,200000,2000000,1,0.5,200000,2,0,bloom,20.79333,109376,100000,0
1,200000,2000000,1,0.5,200000,2,1,filtered_set,38.34042,100000,100000,109376
1,200000,2000000,1,0.5,200000,2,2,set,35.389795,100000,100000,200000
1,200000,2000000,1,0.5,200000,3,0,filtered_set,36.963335,100000,100000,109376
1,200000,2000000,1,0.5,200000,3,1,set,35.71479,100000,100000,200000
1,200000,2000000,1,0.5,200000,3,2,bloom,20.69521,109376,100000,0
1,200000,2000000,1,0.5,200000,4,0,filtered_set,38.801665,100000,100000,109376
1,200000,2000000,1,0.5,200000,4,1,bloom,20.010625,109376,100000,0
1,200000,2000000,1,0.5,200000,4,2,set,37.56875,100000,100000,200000
1,200000,2000000,1,0.5,200000,5,0,filtered_set,37.71917,100000,100000,109376
1,200000,2000000,1,0.5,200000,5,1,bloom,20.98,109376,100000,0
1,200000,2000000,1,0.5,200000,5,2,set,37.362915,100000,100000,200000
1,200000,2000000,1,0.5,200000,6,0,set,35.61854,100000,100000,200000
1,200000,2000000,1,0.5,200000,6,1,filtered_set,36.999165,100000,100000,109376
1,200000,2000000,1,0.5,200000,6,2,bloom,19.81125,109376,100000,0
1,200000,2000000,1,0.9,200000,0,0,filtered_set,20.329375,20000,20000,37059
1,200000,2000000,1,0.9,200000,0,1,set,31.30625,20000,20000,200000
1,200000,2000000,1,0.9,200000,0,2,bloom,10.125835,37059,20000,0
1,200000,2000000,1,0.9,200000,1,0,set,31.397085,20000,20000,200000
1,200000,2000000,1,0.9,200000,1,1,filtered_set,22.115835,20000,20000,37059
1,200000,2000000,1,0.9,200000,1,2,bloom,10.403955,37059,20000,0
1,200000,2000000,1,0.9,200000,2,0,set,31.996665,20000,20000,200000
1,200000,2000000,1,0.9,200000,2,1,bloom,10.07625,37059,20000,0
1,200000,2000000,1,0.9,200000,2,2,filtered_set,20.41167,20000,20000,37059
1,200000,2000000,1,0.9,200000,3,0,bloom,10.132085,37059,20000,0
1,200000,2000000,1,0.9,200000,3,1,set,30.90646,20000,20000,200000
1,200000,2000000,1,0.9,200000,3,2,filtered_set,20.34375,20000,20000,37059
1,200000,2000000,1,0.9,200000,4,0,set,32.17625,20000,20000,200000
1,200000,2000000,1,0.9,200000,4,1,bloom,10.165415,37059,20000,0
1,200000,2000000,1,0.9,200000,4,2,filtered_set,20.63958,20000,20000,37059
1,200000,2000000,1,0.9,200000,5,0,filtered_set,20.28833,20000,20000,37059
1,200000,2000000,1,0.9,200000,5,1,bloom,10.17417,37059,20000,0
1,200000,2000000,1,0.9,200000,5,2,set,31.38208,20000,20000,200000
1,200000,2000000,1,0.9,200000,6,0,bloom,10.29604,37059,20000,0
1,200000,2000000,1,0.9,200000,6,1,filtered_set,20.53667,20000,20000,37059
1,200000,2000000,1,0.9,200000,6,2,set,32.05771,20000,20000,200000
1,200000,2000000,1,1,200000,0,0,set,30.204165,0,0,200000
1,200000,2000000,1,1,200000,0,1,filtered_set,10.867915,0,0,18934
1,200000,2000000,1,1,200000,0,2,bloom,6.76125,18934,0,0
1,200000,2000000,1,1,200000,1,0,set,30.11542,0,0,200000
1,200000,2000000,1,1,200000,1,1,bloom,7.075415,18934,0,0
1,200000,2000000,1,1,200000,1,2,filtered_set,11.70875,0,0,18934
1,200000,2000000,1,1,200000,2,0,bloom,6.73104,18934,0,0
1,200000,2000000,1,1,200000,2,1,filtered_set,10.93458,0,0,18934
1,200000,2000000,1,1,200000,2,2,set,30.238125,0,0,200000
1,200000,2000000,1,1,200000,3,0,filtered_set,10.866875,0,0,18934
1,200000,2000000,1,1,200000,3,1,set,29.70333,0,0,200000
1,200000,2000000,1,1,200000,3,2,bloom,6.80396,18934,0,0
1,200000,2000000,1,1,200000,4,0,filtered_set,10.88583,0,0,18934
1,200000,2000000,1,1,200000,4,1,set,29.66479,0,0,200000
1,200000,2000000,1,1,200000,4,2,bloom,6.71396,18934,0,0
1,200000,2000000,1,1,200000,5,0,set,30.74021,0,0,200000
1,200000,2000000,1,1,200000,5,1,filtered_set,10.985415,0,0,18934
1,200000,2000000,1,1,200000,5,2,bloom,6.727705,18934,0,0
1,200000,2000000,1,1,200000,6,0,set,29.605415,0,0,200000
1,200000,2000000,1,1,200000,6,1,filtered_set,11.18417,0,0,18934
1,200000,2000000,1,1,200000,6,2,bloom,6.7825,18934,0,0
1,200000,2000000,3,0,200000,0,0,bloom,10.57854,200000,200000,0
1,200000,2000000,3,0,200000,0,1,filtered_set,37.131665,200000,200000,200000
1,200000,2000000,3,0,200000,0,2,set,20.331455,200000,200000,200000
1,200000,2000000,3,0,200000,1,0,bloom,10.530625,200000,200000,0
1,200000,2000000,3,0,200000,1,1,set,20.1625,200000,200000,200000
1,200000,2000000,3,0,200000,1,2,filtered_set,37.8925,200000,200000,200000
1,200000,2000000,3,0,200000,2,0,bloom,10.521045,200000,200000,0
1,200000,2000000,3,0,200000,2,1,set,20.698545,200000,200000,200000
1,200000,2000000,3,0,200000,2,2,filtered_set,36.7375,200000,200000,200000
1,200000,2000000,3,0,200000,3,0,bloom,10.511455,200000,200000,0
1,200000,2000000,3,0,200000,3,1,filtered_set,36.983335,200000,200000,200000
1,200000,2000000,3,0,200000,3,2,set,20.5,200000,200000,200000
1,200000,2000000,3,0,200000,4,0,bloom,10.496875,200000,200000,0
1,200000,2000000,3,0,200000,4,1,set,21.546045,200000,200000,200000
1,200000,2000000,3,0,200000,4,2,filtered_set,36.79,200000,200000,200000
1,200000,2000000,3,0,200000,5,0,bloom,10.529375,200000,200000,0
1,200000,2000000,3,0,200000,5,1,set,20.556875,200000,200000,200000
1,200000,2000000,3,0,200000,5,2,filtered_set,36.744585,200000,200000,200000
1,200000,2000000,3,0,200000,6,0,set,20.48604,200000,200000,200000
1,200000,2000000,3,0,200000,6,1,bloom,10.55979,200000,200000,0
1,200000,2000000,3,0,200000,6,2,filtered_set,38.157295,200000,200000,200000
1,200000,2000000,3,0.5,200000,0,0,filtered_set,40.54875,100000,100000,101718
1,200000,2000000,3,0.5,200000,0,1,set,35.78625,100000,100000,200000
1,200000,2000000,3,0.5,200000,0,2,bloom,25.787915,101718,100000,0
1,200000,2000000,3,0.5,200000,1,0,set,35.378125,100000,100000,200000
1,200000,2000000,3,0.5,200000,1,1,bloom,26.19625,101718,100000,0
1,200000,2000000,3,0.5,200000,1,2,filtered_set,41.88021,100000,100000,101718
1,200000,2000000,3,0.5,200000,2,0,bloom,25.01417,101718,100000,0
1,200000,2000000,3,0.5,200000,2,1,filtered_set,41.641455,100000,100000,101718
1,200000,2000000,3,0.5,200000,2,2,set,35.45854,100000,100000,200000
1,200000,2000000,3,0.5,200000,3,0,filtered_set,41.597085,100000,100000,101718
1,200000,2000000,3,0.5,200000,3,1,set,35.8775,100000,100000,200000
1,200000,2000000,3,0.5,200000,3,2,bloom,25.938125,101718,100000,0
1,200000,2000000,3,0.5,200000,4,0,filtered_set,41.56875,100000,100000,101718
1,200000,2000000,3,0.5,200000,4,1,bloom,25.299375,101718,100000,0
1,200000,2000000,3,0.5,200000,4,2,set,37.00333,100000,100000,200000
1,200000,2000000,3,0.5,200000,5,0,filtered_set,40.765625,100000,100000,101718
1,200000,2000000,3,0.5,200000,5,1,bloom,25.59146,101718,100000,0
1,200000,2000000,3,0.5,200000,5,2,set,35.400625,100000,100000,200000
1,200000,2000000,3,0.5,200000,6,0,set,35.74354,100000,100000,200000
1,200000,2000000,3,0.5,200000,6,1,filtered_set,42.13625,100000,100000,101718
1,200000,2000000,3,0.5,200000,6,2,bloom,25.42333,101718,100000,0
1,200000,2000000,3,0.9,200000,0,0,filtered_set,31.030625,20000,20000,23153
1,200000,2000000,3,0.9,200000,0,1,set,32.373125,20000,20000,200000
1,200000,2000000,3,0.9,200000,0,2,bloom,24.842915,23153,20000,0
1,200000,2000000,3,0.9,200000,1,0,set,30.62458,20000,20000,200000
1,200000,2000000,3,0.9,200000,1,1,filtered_set,31.832915,20000,20000,23153
1,200000,2000000,3,0.9,200000,1,2,bloom,24.642085,23153,20000,0
1,200000,2000000,3,0.9,200000,2,0,set,31.52083,20000,20000,200000
1,200000,2000000,3,0.9,200000,2,1,bloom,24.96896,23153,20000,0
1,200000,2000000,3,0.9,200000,2,2,filtered_set,30.3425,20000,20000,23153
1,200000,2000000,3,0.9,200000,3,0,bloom,25.314165,23153,20000,0
1,200000,2000000,3,0.9,200000,3,1,set,32.76604,20000,20000,200000
1,200000,2000000,3,0.9,200000,3,2,filtered_set,30.92542,20000,20000,23153
1,200000,2000000,3,0.9,200000,4,0,set,31.346665,20000,20000,200000
1,200000,2000000,3,0.9,200000,4,1,bloom,24.240835,23153,20000,0
1,200000,2000000,3,0.9,200000,4,2,filtered_set,30.48375,20000,20000,23153
1,200000,2000000,3,0.9,200000,5,0,filtered_set,31.3775,20000,20000,23153
1,200000,2000000,3,0.9,200000,5,1,bloom,24.909795,23153,20000,0
1,200000,2000000,3,0.9,200000,5,2,set,32.17375,20000,20000,200000
1,200000,2000000,3,0.9,200000,6,0,bloom,24.473545,23153,20000,0
1,200000,2000000,3,0.9,200000,6,1,filtered_set,30.25125,20000,20000,23153
1,200000,2000000,3,0.9,200000,6,2,set,31.353545,20000,20000,200000
1,200000,2000000,3,1,200000,0,0,set,31.53604,0,0,200000
1,200000,2000000,3,1,200000,0,1,filtered_set,18.83396,0,0,3531
1,200000,2000000,3,1,200000,0,2,bloom,18.693125,3531,0,0
1,200000,2000000,3,1,200000,1,0,set,33.422295,0,0,200000
1,200000,2000000,3,1,200000,1,1,bloom,17.150415,3531,0,0
1,200000,2000000,3,1,200000,1,2,filtered_set,18.555625,0,0,3531
1,200000,2000000,3,1,200000,2,0,bloom,17.113955,3531,0,0
1,200000,2000000,3,1,200000,2,1,filtered_set,19.25479,0,0,3531
1,200000,2000000,3,1,200000,2,2,set,31.218335,0,0,200000
1,200000,2000000,3,1,200000,3,0,filtered_set,18.92479,0,0,3531
1,200000,2000000,3,1,200000,3,1,set,31.347915,0,0,200000
1,200000,2000000,3,1,200000,3,2,bloom,17.42229,3531,0,0
1,200000,2000000,3,1,200000,4,0,filtered_set,18.72979,0,0,3531
1,200000,2000000,3,1,200000,4,1,set,29.925,0,0,200000
1,200000,2000000,3,1,200000,4,2,bloom,16.949375,3531,0,0
1,200000,2000000,3,1,200000,5,0,set,29.7575,0,0,200000
1,200000,2000000,3,1,200000,5,1,filtered_set,18.67125,0,0,3531
1,200000,2000000,3,1,200000,5,2,bloom,17.77229,3531,0,0
1,200000,2000000,3,1,200000,6,0,set,30.55375,0,0,200000
1,200000,2000000,3,1,200000,6,1,filtered_set,18.561455,0,0,3531
1,200000,2000000,3,1,200000,6,2,bloom,16.872295,3531,0,0
1,200000,2000000,7,0,200000,0,0,bloom,24.27625,200000,200000,0
1,200000,2000000,7,0,200000,0,1,filtered_set,54.634375,200000,200000,200000
1,200000,2000000,7,0,200000,0,2,set,20.79479,200000,200000,200000
1,200000,2000000,7,0,200000,1,0,bloom,24.329375,200000,200000,0
1,200000,2000000,7,0,200000,1,1,set,20.349375,200000,200000,200000
1,200000,2000000,7,0,200000,1,2,filtered_set,52.71875,200000,200000,200000
1,200000,2000000,7,0,200000,2,0,bloom,24.26854,200000,200000,0
1,200000,2000000,7,0,200000,2,1,set,20.458955,200000,200000,200000
1,200000,2000000,7,0,200000,2,2,filtered_set,53.45979,200000,200000,200000
1,200000,2000000,7,0,200000,3,0,bloom,24.238545,200000,200000,0
1,200000,2000000,7,0,200000,3,1,filtered_set,52.350415,200000,200000,200000
1,200000,2000000,7,0,200000,3,2,set,20.90521,200000,200000,200000
1,200000,2000000,7,0,200000,4,0,bloom,25.16375,200000,200000,0
1,200000,2000000,7,0,200000,4,1,set,20.786875,200000,200000,200000
1,200000,2000000,7,0,200000,4,2,filtered_set,52.54646,200000,200000,200000
1,200000,2000000,7,0,200000,5,0,bloom,24.194165,200000,200000,0
1,200000,2000000,7,0,200000,5,1,set,20.502085,200000,200000,200000
1,200000,2000000,7,0,200000,5,2,filtered_set,53.966875,200000,200000,200000
1,200000,2000000,7,0,200000,6,0,set,21.30229,200000,200000,200000
1,200000,2000000,7,0,200000,6,1,bloom,24.3175,200000,200000,0
1,200000,2000000,7,0,200000,6,2,filtered_set,53.05542,200000,200000,200000
1,200000,2000000,7,0.5,200000,0,0,filtered_set,48.837915,100000,100000,100790
1,200000,2000000,7,0.5,200000,0,1,set,35.379165,100000,100000,200000
1,200000,2000000,7,0.5,200000,0,2,bloom,32.81792,100790,100000,0
1,200000,2000000,7,0.5,200000,1,0,set,35.51458,100000,100000,200000
1,200000,2000000,7,0.5,200000,1,1,bloom,32.582915,100790,100000,0
1,200000,2000000,7,0.5,200000,1,2,filtered_set,51.30125,100000,100000,100790
1,200000,2000000,7,0.5,200000,2,0,bloom,32.83583,100790,100000,0
1,200000,2000000,7,0.5,200000,2,1,filtered_set,49.95604,100000,100000,100790
1,200000,2000000,7,0.5,200000,2,2,set,36.01854,100000,100000,200000
1,200000,2000000,7,0.5,200000,3,0,filtered_set,49.766455,100000,100000,100790
1,200000,2000000,7,0.5,200000,3,1,set,35.767915,100000,100000,200000
1,200000,2000000,7,0.5,200000,3,2,bloom,33.474375,100790,100000,0
1,200000,2000000,7,0.5,200000,4,0,filtered_set,49.20896,100000,100000,100790
1,200000,2000000,7,0.5,200000,4,1,bloom,34.57625,100790,100000,0
1,200000,2000000,7,0.5,200000,4,2,set,36.379375,100000,100000,200000
1,200000,2000000,7,0.5,200000,5,0,filtered_set,49.95125,100000,100000,100790
1,200000,2000000,7,0.5,200000,5,1,bloom,33.03271,100790,100000,0
1,200000,2000000,7,0.5,200000,5,2,set,36.5575,100000,100000,200000
1,200000,2000000,7,0.5,200000,6,0,set,36.07458,100000,100000,200000
1,200000,2000000,7,0.5,200000,6,1,filtered_set,49.38625,100000,100000,100790
1,200000,2000000,7,0.5,200000,6,2,bloom,33.03625,100790,100000,0
1,200000,2000000,7,0.9,200000,0,0,filtered_set,46.929585,20000,20000,21452
1,200000,2000000,7,0.9,200000,0,1,set,31.87771,20000,20000,200000
1,200000,2000000,7,0.9,200000,0,2,bloom,40.706875,21452,20000,0
1,200000,2000000,7,0.9,200000,1,0,set,31.367085,20000,20000,200000
1,200000,2000000,7,0.9,200000,1,1,filtered_set,47.14667,20000,20000,21452
1,200000,2000000,7,0.9,200000,1,2,bloom,40.78021,21452,20000,0
1,200000,2000000,7,0.9,200000,2,0,set,31.905415,20000,20000,200000
1,200000,2000000,7,0.9,200000,2,1,bloom,40.922915,21452,20000,0
1,200000,2000000,7,0.9,200000,2,2,filtered_set,48.1075,20000,20000,21452
1,200000,2000000,7,0.9,200000,3,0,bloom,40.839375,21452,20000,0
1,200000,2000000,7,0.9,200000,3,1,set,32.06625,20000,20000,200000
1,200000,2000000,7,0.9,200000,3,2,filtered_set,46.97729,20000,20000,21452
1,200000,2000000,7,0.9,200000,4,0,set,31.145625,20000,20000,200000
1,200000,2000000,7,0.9,200000,4,1,bloom,41.606875,21452,20000,0
1,200000,2000000,7,0.9,200000,4,2,filtered_set,47.0725,20000,20000,21452
1,200000,2000000,7,0.9,200000,5,0,filtered_set,48.53979,20000,20000,21452
1,200000,2000000,7,0.9,200000,5,1,bloom,42.858335,21452,20000,0
1,200000,2000000,7,0.9,200000,5,2,set,32.26208,20000,20000,200000
1,200000,2000000,7,0.9,200000,6,0,bloom,40.6375,21452,20000,0
1,200000,2000000,7,0.9,200000,6,1,filtered_set,46.850835,20000,20000,21452
1,200000,2000000,7,0.9,200000,6,2,set,31.516875,20000,20000,200000
1,200000,2000000,7,1,200000,0,0,set,34.450415,0,0,200000
1,200000,2000000,7,1,200000,0,1,filtered_set,46.803955,0,0,1633
1,200000,2000000,7,1,200000,0,2,bloom,42.896455,1633,0,0
1,200000,2000000,7,1,200000,1,0,set,42.64771,0,0,200000
1,200000,2000000,7,1,200000,1,1,bloom,49.07792,1633,0,0
1,200000,2000000,7,1,200000,1,2,filtered_set,56.30396,0,0,1633
1,200000,2000000,7,1,200000,2,0,bloom,45.839375,1633,0,0
1,200000,2000000,7,1,200000,2,1,filtered_set,70.12229,0,0,1633
1,200000,2000000,7,1,200000,2,2,set,84.58979,0,0,200000
1,200000,2000000,7,1,200000,3,0,filtered_set,55.499795,0,0,1633
1,200000,2000000,7,1,200000,3,1,set,69.64458,0,0,200000
1,200000,2000000,7,1,200000,3,2,bloom,70.90375,1633,0,0
1,200000,2000000,7,1,200000,4,0,filtered_set,45.83104,0,0,1633
1,200000,2000000,7,1,200000,4,1,set,97.24604,0,0,200000
1,200000,2000000,7,1,200000,4,2,bloom,43.72354,1633,0,0
1,200000,2000000,7,1,200000,5,0,set,63.495625,0,0,200000
1,200000,2000000,7,1,200000,5,1,filtered_set,44.09375,0,0,1633
1,200000,2000000,7,1,200000,5,2,bloom,45.54167,1633,0,0
1,200000,2000000,7,1,200000,6,0,set,39.72625,0,0,200000
1,200000,2000000,7,1,200000,6,1,filtered_set,48.363335,0,0,1633
1,200000,2000000,7,1,200000,6,2,bloom,50.75375,1633,0,0
1,200000,2000000,11,0,200000,0,0,bloom,66.85646,200000,200000,0
1,200000,2000000,11,0,200000,0,1,filtered_set,132.70167,200000,200000,200000
1,200000,2000000,11,0,200000,0,2,set,30.831665,200000,200000,200000
1,200000,2000000,11,0,200000,1,0,bloom,64.61354,200000,200000,0
1,200000,2000000,11,0,200000,1,1,set,28.6025,200000,200000,200000
1,200000,2000000,11,0,200000,1,2,filtered_set,202.18521,200000,200000,200000
1,200000,2000000,11,0,200000,2,0,bloom,54.54396,200000,200000,0
1,200000,2000000,11,0,200000,2,1,set,39.565205,200000,200000,200000
1,200000,2000000,11,0,200000,2,2,filtered_set,101.785,200000,200000,200000
1,200000,2000000,11,0,200000,3,0,bloom,45.40125,200000,200000,0
1,200000,2000000,11,0,200000,3,1,filtered_set,80.226665,200000,200000,200000
1,200000,2000000,11,0,200000,3,2,set,20.43229,200000,200000,200000
1,200000,2000000,11,0,200000,4,0,bloom,57.68979,200000,200000,0
1,200000,2000000,11,0,200000,4,1,set,33.605835,200000,200000,200000
1,200000,2000000,11,0,200000,4,2,filtered_set,157.730625,200000,200000,200000
1,200000,2000000,11,0,200000,5,0,bloom,64.362085,200000,200000,0
1,200000,2000000,11,0,200000,5,1,set,20.50875,200000,200000,200000
1,200000,2000000,11,0,200000,5,2,filtered_set,84.884375,200000,200000,200000
1,200000,2000000,11,0,200000,6,0,set,33.29604,200000,200000,200000
1,200000,2000000,11,0,200000,6,1,bloom,55.12979,200000,200000,0
1,200000,2000000,11,0,200000,6,2,filtered_set,115.029165,200000,200000,200000
1,200000,2000000,11,0.5,200000,0,0,filtered_set,89.08125,100000,100000,101164
1,200000,2000000,11,0.5,200000,0,1,set,35.87,100000,100000,200000
1,200000,2000000,11,0.5,200000,0,2,bloom,60.16875,101164,100000,0
1,200000,2000000,11,0.5,200000,1,0,set,65.88104,100000,100000,200000
1,200000,2000000,11,0.5,200000,1,1,bloom,62.812915,101164,100000,0
1,200000,2000000,11,0.5,200000,1,2,filtered_set,126.15604,100000,100000,101164
1,200000,2000000,11,0.5,200000,2,0,bloom,60.35417,101164,100000,0
1,200000,2000000,11,0.5,200000,2,1,filtered_set,86.614795,100000,100000,101164
1,200000,2000000,11,0.5,200000,2,2,set,48.3525,100000,100000,200000
1,200000,2000000,11,0.5,200000,3,0,filtered_set,124.23458,100000,100000,101164
1,200000,2000000,11,0.5,200000,3,1,set,57.194795,100000,100000,200000
1,200000,2000000,11,0.5,200000,3,2,bloom,58.34396,101164,100000,0
1,200000,2000000,11,0.5,200000,4,0,filtered_set,103.80604,100000,100000,101164
1,200000,2000000,11,0.5,200000,4,1,bloom,52.233545,101164,100000,0
1,200000,2000000,11,0.5,200000,4,2,set,67.078955,100000,100000,200000
1,200000,2000000,11,0.5,200000,5,0,filtered_set,94.681045,100000,100000,101164
1,200000,2000000,11,0.5,200000,5,1,bloom,70.099165,101164,100000,0
1,200000,2000000,11,0.5,200000,5,2,set,89.870835,100000,100000,200000
1,200000,2000000,11,0.5,200000,6,0,set,67.44604,100000,100000,200000
1,200000,2000000,11,0.5,200000,6,1,filtered_set,78.64667,100000,100000,101164
1,200000,2000000,11,0.5,200000,6,2,bloom,65.629795,101164,100000,0
1,200000,2000000,11,0.9,200000,0,0,filtered_set,59.831875,20000,20000,22148
1,200000,2000000,11,0.9,200000,0,1,set,66.08458,20000,20000,200000
1,200000,2000000,11,0.9,200000,0,2,bloom,47.594375,22148,20000,0
1,200000,2000000,11,0.9,200000,1,0,set,67.881665,20000,20000,200000
1,200000,2000000,11,0.9,200000,1,1,filtered_set,59.75021,20000,20000,22148
1,200000,2000000,11,0.9,200000,1,2,bloom,61.198125,22148,20000,0
1,200000,2000000,11,0.9,200000,2,0,set,31.340625,20000,20000,200000
1,200000,2000000,11,0.9,200000,2,1,bloom,51.535835,22148,20000,0
1,200000,2000000,11,0.9,200000,2,2,filtered_set,93.22125,20000,20000,22148
1,200000,2000000,11,0.9,200000,3,0,bloom,51.137705,22148,20000,0
1,200000,2000000,11,0.9,200000,3,1,set,82.072915,20000,20000,200000
1,200000,2000000,11,0.9,200000,3,2,filtered_set,63.711455,20000,20000,22148
1,200000,2000000,11,0.9,200000,4,0,set,36.63604,20000,20000,200000
1,200000,2000000,11,0.9,200000,4,1,bloom,61.02646,22148,20000,0
1,200000,2000000,11,0.9,200000,4,2,filtered_set,91.35104,20000,20000,22148
1,200000,2000000,11,0.9,200000,5,0,filtered_set,81.95146,20000,20000,22148
1,200000,2000000,11,0.9,200000,5,1,bloom,83.863125,22148,20000,0
1,200000,2000000,11,0.9,200000,5,2,set,164.934795,20000,20000,200000
1,200000,2000000,11,0.9,200000,6,0,bloom,75.96396,22148,20000,0
1,200000,2000000,11,0.9,200000,6,1,filtered_set,66.32146,20000,20000,22148
1,200000,2000000,11,0.9,200000,6,2,set,36.04542,20000,20000,200000
1,200000,2000000,11,1,200000,0,0,set,56.92396,0,0,200000
1,200000,2000000,11,1,200000,0,1,filtered_set,73.003335,0,0,2396
1,200000,2000000,11,1,200000,0,2,bloom,54.675625,2396,0,0
1,200000,2000000,11,1,200000,1,0,set,31.654375,0,0,200000
1,200000,2000000,11,1,200000,1,1,bloom,46.358125,2396,0,0
1,200000,2000000,11,1,200000,1,2,filtered_set,59.035835,0,0,2396
1,200000,2000000,11,1,200000,2,0,bloom,46.816875,2396,0,0
1,200000,2000000,11,1,200000,2,1,filtered_set,54.29542,0,0,2396
1,200000,2000000,11,1,200000,2,2,set,56.64,0,0,200000
1,200000,2000000,11,1,200000,3,0,filtered_set,62.13104,0,0,2396
1,200000,2000000,11,1,200000,3,1,set,54.384165,0,0,200000
1,200000,2000000,11,1,200000,3,2,bloom,59.788955,2396,0,0
1,200000,2000000,11,1,200000,4,0,filtered_set,65.328545,0,0,2396
1,200000,2000000,11,1,200000,4,1,set,54.59396,0,0,200000
1,200000,2000000,11,1,200000,4,2,bloom,49.4425,2396,0,0
1,200000,2000000,11,1,200000,5,0,set,41.680415,0,0,200000
1,200000,2000000,11,1,200000,5,1,filtered_set,62.634375,0,0,2396
1,200000,2000000,11,1,200000,5,2,bloom,52.0025,2396,0,0
1,200000,2000000,11,1,200000,6,0,set,55.705625,0,0,200000
1,200000,2000000,11,1,200000,6,1,filtered_set,67.496875,0,0,2396
1,200000,2000000,11,1,200000,6,2,bloom,50.05125,2396,0,0
2,20000,200000,1,0,200000,0,0,set,57.59083,200000,200000,200000
2,20000,200000,1,0,200000,0,1,bloom,7.550625,200000,200000,0
2,20000,200000,1,0,200000,0,2,filtered_set,31.588125,200000,200000,200000
2,20000,200000,1,0,200000,1,0,filtered_set,42.517085,200000,200000,200000
2,20000,200000,1,0,200000,1,1,bloom,3.583335,200000,200000,0
2,20000,200000,1,0,200000,1,2,set,19.82667,200000,200000,200000
2,20000,200000,1,0,200000,2,0,filtered_set,32.43292,200000,200000,200000
2,20000,200000,1,0,200000,2,1,bloom,3.571875,200000,200000,0
2,20000,200000,1,0,200000,2,2,set,19.19833,200000,200000,200000
2,20000,200000,1,0,200000,3,0,filtered_set,33.6525,200000,200000,200000
2,20000,200000,1,0,200000,3,1,set,19.188335,200000,200000,200000
2,20000,200000,1,0,200000,3,2,bloom,3.610625,200000,200000,0
2,20000,200000,1,0,200000,4,0,filtered_set,30.88125,200000,200000,200000
2,20000,200000,1,0,200000,4,1,set,21.45375,200000,200000,200000
2,20000,200000,1,0,200000,4,2,bloom,3.57125,200000,200000,0
2,20000,200000,1,0,200000,5,0,set,39.284165,200000,200000,200000
2,20000,200000,1,0,200000,5,1,filtered_set,31.81042,200000,200000,200000
2,20000,200000,1,0,200000,5,2,bloom,5.3975,200000,200000,0
2,20000,200000,1,0,200000,6,0,bloom,3.612085,200000,200000,0
2,20000,200000,1,0,200000,6,1,filtered_set,25.28417,200000,200000,200000
2,20000,200000,1,0,200000,6,2,set,19.27604,200000,200000,200000
2,20000,200000,1,0.5,200000,0,0,bloom,19.649165,109484,100000,0
2,20000,200000,1,0.5,200000,0,1,set,36.16979,100000,100000,200000
2,20000,200000,1,0.5,200000,0,2,filtered_set,35.858335,100000,100000,109484
2,20000,200000,1,0.5,200000,1,0,bloom,19.659795,109484,100000,0
2,20000,200000,1,0.5,200000,1,1,filtered_set,45.07208,100000,100000,109484
2,20000,200000,1,0.5,200000,1,2,set,34.5475,100000,100000,200000
2,20000,200000,1,0.5,200000,2,0,set,33.571665,100000,100000,200000
2,20000,200000,1,0.5,200000,2,1,filtered_set,38.753335,100000,100000,109484
2,20000,200000,1,0.5,200000,2,2,bloom,50.164585,109484,100000,0
2,20000,200000,1,0.5,200000,3,0,set,41.247705,100000,100000,200000
2,20000,200000,1,0.5,200000,3,1,filtered_set,35.428335,100000,100000,109484
2,20000,200000,1,0.5,200000,3,2,bloom,18.683545,109484,100000,0
2,20000,200000,1,0.5,200000,4,0,filtered_set,35.840415,100000,100000,109484
2,20000,200000,1,0.5,200000,4,1,bloom,42.48125,109484,100000,0
2,20000,200000,1,0.5,200000,4,2,set,59.421875,100000,100000,200000
2,20000,200000,1,0.5,200000,5,0,bloom,22.143125,109484,100000,0
2,20000,200000,1,0.5,200000,5,1,set,37.47,100000,100000,200000
2,20000,200000,1,0.5,200000,5,2,filtered_set,45.003335,100000,100000,109484
2,20000,200000,1,0.5,200000,6,0,filtered_set,59.80479,100000,100000,109484
2,20000,200000,1,0.5,200000,6,1,bloom,62.67917,109484,100000,0
2,20000,200000,1,0.5,200000,6,2,set,39.303335,100000,100000,200000
2,20000,200000,1,0.9,200000,0,0,filtered_set,24.88771,20000,20000,37138
2,20000,200000,1,0.9,200000,0,1,bloom,11.90396,37138,20000,0
2,20000,200000,1,0.9,200000,0,2,set,34.76021,20000,20000,200000
2,20000,200000,1,0.9,200000,1,0,set,34.207085,20000,20000,200000
2,20000,200000,1,0.9,200000,1,1,bloom,13.1025,37138,20000,0
2,20000,200000,1,0.9,200000,1,2,filtered_set,20.645625,20000,20000,37138
2,20000,200000,1,0.9,200000,2,0,filtered_set,20.906665,20000,20000,37138
2,20000,200000,1,0.9,200000,2,1,bloom,12.2775,37138,20000,0
2,20000,200000,1,0.9,200000,2,2,set,35.950415,20000,20000,200000
2,20000,200000,1,0.9,200000,3,0,bloom,12.25375,37138,20000,0
2,20000,200000,1,0.9,200000,3,1,filtered_set,37.55271,20000,20000,37138
2,20000,200000,1,0.9,200000,3,2,set,40.27125,20000,20000,200000
2,20000,200000,1,0.9,200000,4,0,filtered_set,18.909795,20000,20000,37138
2,20000,200000,1,0.9,200000,4,1,set,46.934585,20000,20000,200000
