load,mean,ci95_half,seed_count
0.25,0.0,0.0,2
0.5,0.00025,0.0012706204736400001,2
1.0,0.007625,0.011117929144350003,2
1.5,0.04975,0.0063531023682000054,2
2.0,0.14275,0.022871168525520128,2
3.0,0.404925,0.1000613622991499,2
